Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)   (SDE)   (SDC)
2017 191 31650   4208830.068   2334850.514   4171267.354     10.102   2.282   0.106   2.388   0.437  12.117  32.873
2017 191 31680   4208830.068   2334850.514   4171267.354     10.505   2.282   0.106   2.388   0.436  12.117  32.874
2017 191 31710   4208830.068   2334850.514   4171267.354     10.509   2.282   0.106   2.388   0.435  12.117  32.875
2017 191 31740   4208830.068   2334850.513   4171267.354     10.663   2.282   0.106   2.388   0.435  12.118  32.876
2017 191 31770   4208830.068   2334850.513   4171267.354     10.713   2.282   0.106   2.388   0.435  12.118  32.876
2017 191 31800   4208830.068   2334850.513   4171267.354     10.581   2.282   0.106   2.389   0.435  12.119  32.877
2017 191 31830   4208830.068   2334850.513   4171267.354     10.498   2.282   0.106   2.389   0.435  12.119  32.877
2017 191 31860   4208830.068   2334850.513   4171267.354     10.604   2.282   0.106   2.389   0.436  12.119  32.878
2017 191 31890   4208830.068   2334850.513   4171267.354     10.092   2.282   0.106   2.389   0.436  12.118  32.880
2017 191 31920   4208830.068   2334850.513   4171267.354     10.096   2.282   0.106   2.389   0.436  12.116  32.884
2017 191 31950   4208830.068   2334850.513   4171267.354     10.470   2.282   0.107   2.389   0.436  12.114  32.886
2017 191 31980   4208830.068   2334850.513   4171267.354     10.468   2.282   0.107   2.389   0.437  12.112  32.889
2017 191 32010   4208830.068   2334850.513   4171267.354     10.954   2.282   0.107   2.389   0.438  12.110  32.890
2017 191 32040   4208830.068   2334850.513   4171267.354     10.630   2.282   0.107   2.390   0.438  12.108  32.892
2017 191 32070   4208830.068   2334850.513   4171267.354     10.933   2.282   0.107   2.390   0.438  12.106  32.894
2017 191 32100   4208830.068   2334850.513   4171267.354     10.603   2.282   0.107   2.390   0.438  12.104  32.896
2017 191 32130   4208830.068   2334850.513   4171267.354      9.176   2.282   0.108   2.390   0.438  12.102  32.897
2017 191 32160   4208830.068   2334850.513   4171267.354      9.390   2.282   0.108   2.390   0.439  12.100  32.898
2017 191 32190   4208830.068   2334850.513   4171267.354      9.360   2.282   0.108   2.390   0.439  12.099  32.898
2017 191 32220   4208830.068   2334850.513   4171267.354      9.435   2.282   0.108   2.390   0.439  12.098  32.898
2017 191 32250   4208830.068   2334850.513   4171267.354      9.471   2.282   0.108   2.390   0.439  12.096  32.898
2017 191 32280   4208830.068   2334850.513   4171267.354      9.750   2.282   0.108   2.390   0.441  12.095  32.899
2017 191 32310   4208830.068   2334850.513   4171267.354      9.728   2.282   0.108   2.391   0.442  12.094  32.900
2017 191 32340   4208830.068   2334850.513   4171267.354      9.641   2.282   0.109   2.391   0.442  12.093  32.900
2017 191 32370   4208830.068   2334850.513   4171267.354     10.219   2.282   0.109   2.391   0.442  12.093  32.905
2017 191 32400   4208830.068   2334850.513   4171267.354      9.987   2.282   0.109   2.392   0.442  12.092  32.906
2017 191 32430   4208830.068   2334850.513   4171267.354      9.826   2.282   0.110   2.392   0.443  12.091  32.906
2017 191 32460   4208830.069   2334850.513   4171267.354     10.109   2.282   0.110   2.392   0.445  12.091  32.907
2017 191 32490   4208830.069   2334850.512   4171267.354     10.113   2.282   0.110   2.393   0.445  12.089  32.907
2017 191 32520   4208830.069   2334850.512   4171267.354     10.103   2.282   0.111   2.393   0.445  12.087  32.906
2017 191 32550   4208830.069   2334850.512   4171267.354     10.089   2.282   0.111   2.393   0.445  12.087  32.907
2017 191 32580   4208830.069   2334850.512   4171267.354     10.052   2.282   0.111   2.394   0.447  12.087  32.908
2017 191 32610   4208830.069   2334850.512   4171267.354     10.332   2.282   0.112   2.394   0.448  12.087  32.908
2017 191 32640   4208830.069   2334850.512   4171267.354     10.137   2.282   0.112   2.394   0.447  12.088  32.913
2017 191 32670   4208830.069   2334850.512   4171267.354     10.305   2.282   0.112   2.395   0.447  12.089  32.914
2017 191 32700   4208830.069   2334850.512   4171267.354     10.547   2.282   0.112   2.395   0.446  12.089  32.910
2017 191 32730   4208830.069   2334850.512   4171267.354     10.532   2.282   0.113   2.395   0.446  12.089  32.909
2017 191 32760   4208830.069   2334850.512   4171267.354     10.412   2.282   0.113   2.395   0.445  12.088  32.909
2017 191 32790   4208830.069   2334850.512   4171267.354     10.932   2.282   0.113   2.396   0.445  12.087  32.910
2017 191 32820   4208830.069   2334850.512   4171267.354     10.754   2.282   0.114   2.396   0.445  12.086  32.909
2017 191 32850   4208830.069   2334850.512   4171267.354     10.790   2.282   0.114   2.396   0.445  12.086  32.909
2017 191 32880   4208830.069   2334850.511   4171267.354     10.841   2.282   0.114   2.396   0.445  12.085  32.908
2017 191 32910   4208830.069   2334850.511   4171267.354     10.487   2.282   0.114   2.397   0.445  12.085  32.908
2017 191 32940   4208830.069   2334850.511   4171267.354     10.421   2.282   0.114   2.397   0.445  12.085  32.907
2017 191 32970   4208830.069   2334850.511   4171267.354     10.348   2.282   0.115   2.397   0.444  12.085  32.907
2017 191 33000   4208830.069   2334850.511   4171267.354     10.129   2.282   0.115   2.397   0.444  12.084  32.907
2017 191 33030   4208830.069   2334850.511   4171267.354     10.066   2.282   0.115   2.398   0.445  12.084  32.907
2017 191 33060   4208830.069   2334850.511   4171267.354     10.254   2.282   0.115   2.398   0.445  12.084  32.907
2017 191 33090   4208830.069   2334850.511   4171267.354     10.217   2.282   0.116   2.398   0.447  12.085  32.907
2017 191 33120   4208830.069   2334850.511   4171267.354     10.213   2.282   0.116   2.398   0.449  12.084  32.906
2017 191 33150   4208830.069   2334850.511   4171267.354     10.294   2.282   0.116   2.398   0.450  12.083  32.906
2017 191 33180   4208830.069   2334850.510   4171267.354     10.482   2.282   0.116   2.399   0.451  12.083  32.906
2017 191 33210   4208830.068   2334850.510   4171267.354     10.510   2.282   0.117   2.399   0.453  12.083  32.907
2017 191 33240   4208830.068   2334850.510   4171267.354     10.406   2.282   0.117   2.399   0.452  12.082  32.907
2017 191 33270   4208830.068   2334850.510   4171267.354     10.570   2.282   0.117   2.400   0.453  12.083  32.907
2017 191 33300   4208830.069   2334850.510   4171267.354     10.451   2.282   0.117   2.400   0.452  12.083  32.906
2017 191 33330   4208830.069   2334850.510   4171267.354     10.305   2.282   0.118   2.400   0.452  12.083  32.906
2017 191 33360   4208830.069   2334850.510   4171267.354     10.257   2.282   0.118   2.400   0.453  12.083  32.906
2017 191 33390   4208830.069   2334850.510   4171267.354     10.170   2.282   0.118   2.400   0.454  12.083  32.906
2017 191 33420   4208830.069   2334850.510   4171267.354     10.439   2.282   0.118   2.400   0.454  12.083  32.907
2017 191 33450   4208830.069   2334850.510   4171267.354     10.479   2.282   0.118   2.400   0.455  12.083  32.908
2017 191 33480   4208830.069   2334850.509   4171267.354     10.707   2.282   0.118   2.400   0.453  12.084  32.908
2017 191 33510   4208830.069   2334850.509   4171267.354     10.693   2.282   0.118   2.401   0.452  12.085  32.911
2017 191 33540   4208830.069   2334850.509   4171267.354     10.922   2.282   0.118   2.401   0.452  12.086  32.912
2017 191 33570   4208830.069   2334850.509   4171267.354     10.826   2.282   0.119   2.401   0.451  12.086  32.912
2017 191 33600   4208830.069   2334850.509   4171267.354     10.565   2.282   0.119   2.401   0.452  12.086  32.911
2017 191 33630   4208830.069   2334850.509   4171267.354     10.695   2.282   0.119   2.401   0.453  12.087  32.911
2017 191 33660   4208830.069   2334850.509   4171267.354     11.031   2.282   0.119   2.402   0.453  12.087  32.911
2017 191 33690   4208830.069   2334850.509   4171267.354     10.848   2.282   0.119   2.402   0.453  12.088  32.911
2017 191 33720   4208830.069   2334850.509   4171267.354     10.610   2.282   0.120   2.402   0.454  12.088  32.912
2017 191 33750   4208830.069   2334850.508   4171267.354     10.800   2.282   0.120   2.402   0.454  12.088  32.913
2017 191 33780   4208830.069   2334850.508   4171267.354     10.627   2.282   0.120   2.402   0.455  12.088  32.913
2017 191 33810   4208830.069   2334850.508   4171267.354     10.845   2.282   0.120   2.402   0.454  12.089  32.914
2017 191 33840   4208830.069   2334850.508   4171267.354     10.591   2.282   0.120   2.403   0.454  12.089  32.914
2017 191 33870   4208830.069   2334850.508   4171267.354     10.637   2.282   0.120   2.403   0.456  12.089  32.917
2017 191 33900   4208830.069   2334850.508   4171267.354     10.683   2.282   0.120   2.403   0.456  12.090  32.920
2017 191 33930   4208830.069   2334850.508   4171267.354     10.566   2.282   0.120   2.403   0.457  12.090  32.921
2017 191 33960   4208830.069   2334850.508   4171267.354     10.843   2.282   0.120   2.403   0.457  12.090  32.921
2017 191 33990   4208830.069   2334850.508   4171267.354     10.754   2.282   0.120   2.403   0.457  12.090  32.921
2017 191 34020   4208830.069   2334850.507   4171267.354     10.737   2.282   0.120   2.403   0.456  12.089  32.922
2017 191 34050   4208830.069   2334850.507   4171267.354     10.186   2.282   0.120   2.403   0.455  12.088  32.923
2017 191 34080   4208830.069   2334850.507   4171267.354     10.014   2.282   0.120   2.403   0.455  12.088  32.923
2017 191 34110   4208830.069   2334850.507   4171267.354      9.937   2.282   0.120   2.403   0.455  12.088  32.923
2017 191 34140   4208830.069   2334850.507   4171267.354     10.258   2.282   0.120   2.403   0.454  12.087  32.922
2017 191 34170   4208830.069   2334850.507   4171267.354     10.235   2.282   0.121   2.403   0.451  12.086  32.922
2017 191 34200   4208830.069   2334850.507   4171267.354     10.460   2.282   0.121   2.403   0.449  12.085  32.921
2017 191 34230   4208830.069   2334850.506   4171267.354     10.365   2.282   0.121   2.403   0.447  12.083  32.920
2017 191 34260   4208830.069   2334850.506   4171267.354     10.552   2.282   0.121   2.403   0.445  12.082  32.918
2017 191 34290   4208830.069   2334850.506   4171267.353     10.449   2.282   0.121   2.403   0.445  12.081  32.917
2017 191 34320   4208830.069   2334850.506   4171267.353     10.790   2.282   0.121   2.403   0.444  12.080  32.916
2017 191 34350   4208830.069   2334850.506   4171267.353     11.170   2.282   0.121   2.403   0.444  12.079  32.917
2017 191 34380   4208830.069   2334850.506   4171267.353     10.971   2.282   0.121   2.403   0.444  12.078  32.916
2017 191 34410   4208830.069   2334850.506   4171267.353     10.796   2.282   0.121   2.403   0.445  12.077  32.917
2017 191 34440   4208830.069   2334850.506   4171267.353     10.692   2.282   0.121   2.403   0.445  12.077  32.917
2017 191 34470   4208830.069   2334850.506   4171267.353     10.700   2.282   0.121   2.403   0.445  12.077  32.917
2017 191 34500   4208830.069   2334850.506   4171267.353     10.866   2.282   0.121   2.403   0.444  12.077  32.917
2017 191 34530   4208830.069   2334850.505   4171267.353     10.729   2.282   0.121   2.403   0.444  12.077  32.917
2017 191 34560   4208830.069   2334850.505   4171267.353     10.642   2.282   0.121   2.404   0.444  12.077  32.917
2017 191 34590   4208830.069   2334850.505   4171267.353     10.541   2.282   0.121   2.403   0.444  12.076  32.918
2017 191 34620   4208830.069   2334850.505   4171267.354     10.620   2.282   0.121   2.403   0.444  12.076  32.923
2017 191 34650   4208830.069   2334850.505   4171267.354     10.672   2.282   0.121   2.403   0.445  12.076  32.924
2017 191 34680   4208830.069   2334850.505   4171267.354     10.621   2.282   0.120   2.403   0.446  12.076  32.923
2017 191 34710   4208830.069   2334850.505   4171267.354     10.576   2.282   0.120   2.403   0.446  12.076  32.927
2017 191 34740   4208830.069   2334850.505   4171267.354     10.115   2.282   0.120   2.403   0.446  12.076  32.927
2017 191 34770   4208830.069   2334850.505   4171267.354     10.052   2.282   0.120   2.403   0.445  12.076  32.926
2017 191 34800   4208830.069   2334850.505   4171267.354     10.064   2.282   0.120   2.403   0.444  12.076  32.925
2017 191 34830   4208830.069   2334850.505   4171267.354     10.735   2.282   0.121   2.403   0.443  12.076  32.925
2017 191 34860   4208830.069   2334850.505   4171267.354     10.881   2.282   0.121   2.403   0.442  12.076  32.925
2017 191 34890   4208830.069   2334850.505   4171267.354     10.624   2.282   0.121   2.403   0.441  12.077  32.924
2017 191 34920   4208830.069   2334850.505   4171267.354     11.344   2.282   0.121   2.404   0.440  12.077  32.924
2017 191 34950   4208830.069   2334850.505   4171267.354     10.897   2.282   0.121   2.404   0.439  12.076  32.923
2017 191 34980   4208830.069   2334850.504   4171267.354     11.291   2.282   0.121   2.404   0.439  12.076  32.924
2017 191 35010   4208830.069   2334850.504   4171267.354     11.068   2.282   0.121   2.404   0.438  12.076  32.923
2017 191 35040   4208830.069   2334850.504   4171267.354     10.872   2.282   0.122   2.404   0.437  12.076  32.922
2017 191 35070   4208830.069   2334850.504   4171267.354     10.894   2.282   0.122   2.404   0.437  12.076  32.920
2017 191 35100   4208830.069   2334850.504   4171267.354     10.885   2.282   0.122   2.404   0.437  12.077  32.920
2017 191 35130   4208830.069   2334850.504   4171267.354     10.746   2.282   0.122   2.405   0.438  12.077  32.919
2017 191 35160   4208830.069   2334850.504   4171267.354     11.109   2.282   0.122   2.405   0.439  12.077  32.918
2017 191 35190   4208830.069   2334850.504   4171267.354     11.553   2.282   0.123   2.405   0.441  12.077  32.919
2017 191 35220   4208830.069   2334850.504   4171267.354     11.504   2.282   0.123   2.405   0.443  12.077  32.919
2017 191 35250   4208830.069   2334850.504   4171267.354     11.317   2.282   0.123   2.405   0.443  12.077  32.919
2017 191 35280   4208830.069   2334850.504   4171267.354     11.348   2.282   0.123   2.405   0.444  12.077  32.918
2017 191 35310   4208830.069   2334850.504   4171267.354     11.363   2.282   0.123   2.406   0.446  12.077  32.918
2017 191 35340   4208830.070   2334850.504   4171267.354     11.363   2.282   0.123   2.406   0.445  12.077  32.918
2017 191 35370   4208830.070   2334850.504   4171267.354     11.122   2.282   0.123   2.406   0.445  12.077  32.918
2017 191 35400   4208830.070   2334850.504   4171267.354     11.245   2.282   0.123   2.406   0.444  12.077  32.918
2017 191 35430   4208830.070   2334850.504   4171267.354     11.401   2.282   0.124   2.406   0.443  12.076  32.918
