Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)
2017 191 78720   4208830.073   2334850.507   4171267.358      6.529   2.282   0.129   2.412
2017 191 78750   4208830.073   2334850.507   4171267.358      6.503   2.282   0.129   2.412
2017 191 78780   4208830.073   2334850.507   4171267.358      6.745   2.282   0.129   2.412
2017 191 78810   4208830.073   2334850.507   4171267.358      6.926   2.282   0.129   2.411
2017 191 78840   4208830.073   2334850.507   4171267.358      6.893   2.282   0.129   2.411
2017 191 78870   4208830.073   2334850.507   4171267.358      6.730   2.282   0.129   2.411
2017 191 78900   4208830.073   2334850.507   4171267.358      6.821   2.282   0.129   2.411
2017 191 78930   4208830.073   2334850.507   4171267.358      6.547   2.282   0.129   2.411
2017 191 78960   4208830.073   2334850.507   4171267.358      6.487   2.282   0.128   2.411
2017 191 78990   4208830.073   2334850.507   4171267.358      6.491   2.282   0.128   2.411
2017 191 79020   4208830.073   2334850.507   4171267.358      6.753   2.282   0.128   2.410
2017 191 79050   4208830.073   2334850.507   4171267.358      6.688   2.282   0.128   2.410
2017 191 79080   4208830.073   2334850.507   4171267.358      6.685   2.282   0.128   2.410
2017 191 79110   4208830.073   2334850.507   4171267.358      6.726   2.282   0.128   2.410
2017 191 79140   4208830.073   2334850.507   4171267.358      6.856   2.282   0.128   2.410
2017 191 79170   4208830.073   2334850.507   4171267.358      6.731   2.282   0.128   2.410
2017 191 79200   4208830.073   2334850.507   4171267.358      6.722   2.282   0.127   2.410
2017 191 79230   4208830.073   2334850.507   4171267.358      6.876   2.282   0.127   2.410
2017 191 79260   4208830.073   2334850.507   4171267.358      7.270   2.282   0.127   2.409
2017 191 79290   4208830.073   2334850.507   4171267.358      7.079   2.282   0.127   2.409
2017 191 79320   4208830.073   2334850.507   4171267.358      7.043   2.282   0.127   2.409
2017 191 79350   4208830.073   2334850.507   4171267.358      7.102   2.282   0.127   2.409
2017 191 79380   4208830.073   2334850.507   4171267.358      7.145   2.282   0.127   2.409
2017 191 79410   4208830.073   2334850.507   4171267.358      7.406   2.282   0.127   2.409
2017 191 79440   4208830.073   2334850.507   4171267.358      7.465   2.282   0.127   2.409
2017 191 79470   4208830.073   2334850.507   4171267.358      7.382   2.282   0.127   2.409
2017 191 79500   4208830.073   2334850.507   4171267.358      7.201   2.282   0.127   2.409
2017 191 79530   4208830.073   2334850.507   4171267.358      7.349   2.282   0.127   2.410
2017 191 79560   4208830.073   2334850.507   4171267.358      7.350   2.282   0.127   2.410
2017 191 79590   4208830.073   2334850.507   4171267.358      7.541   2.282   0.127   2.410
2017 191 79620   4208830.073   2334850.507   4171267.358      7.362   2.282   0.127   2.410
2017 191 79650   4208830.073   2334850.507   4171267.358      7.577   2.282   0.127   2.410
2017 191 79680   4208830.073   2334850.507   4171267.358      7.625   2.282   0.127   2.410
2017 191 79710   4208830.073   2334850.507   4171267.358      7.611   2.282   0.128   2.410
2017 191 79740   4208830.073   2334850.507   4171267.358      7.573   2.282   0.128   2.410
2017 191 79770   4208830.073   2334850.507   4171267.358      7.891   2.282   0.128   2.410
2017 191 79800   4208830.073   2334850.507   4171267.358      7.436   2.282   0.128   2.410
2017 191 79830   4208830.073   2334850.507   4171267.358      7.352   2.282   0.128   2.410
2017 191 79860   4208830.073   2334850.507   4171267.358      7.419   2.282   0.128   2.410
2017 191 79890   4208830.073   2334850.507   4171267.358      7.446   2.282   0.128   2.410
2017 191 79920   4208830.073   2334850.507   4171267.358      7.473   2.282   0.128   2.410
2017 191 79950   4208830.073   2334850.507   4171267.358      7.215   2.282   0.128   2.410
2017 191 79980   4208830.073   2334850.507   4171267.358      7.240   2.282   0.128   2.410
2017 191 80010   4208830.073   2334850.507   4171267.358      7.432   2.282   0.128   2.410
2017 191 80040   4208830.073   2334850.507   4171267.358      7.535   2.282   0.128   2.410
2017 191 80070   4208830.073   2334850.507   4171267.358      6.703   2.282   0.128   2.410
2017 191 80100   4208830.073   2334850.507   4171267.358      6.808   2.282   0.128   2.410
2017 191 80130   4208830.073   2334850.507   4171267.358      6.849   2.282   0.128   2.410
2017 191 80160   4208830.073   2334850.507   4171267.358      6.896   2.282   0.128   2.410
2017 191 80190   4208830.073   2334850.507   4171267.358      6.817   2.282   0.128   2.410
2017 191 80220   4208830.073   2334850.507   4171267.358      6.975   2.282   0.128   2.411
2017 191 80250   4208830.073   2334850.507   4171267.358      6.818   2.282   0.128   2.411
2017 191 80280   4208830.073   2334850.507   4171267.358      6.921   2.282   0.128   2.411
2017 191 80310   4208830.073   2334850.507   4171267.358      6.843   2.282   0.128   2.411
2017 191 80340   4208830.073   2334850.507   4171267.358      7.035   2.282   0.128   2.411
2017 191 80370   4208830.073   2334850.507   4171267.358      6.736   2.282   0.129   2.411
2017 191 80400   4208830.073   2334850.507   4171267.358      6.826   2.282   0.129   2.411
2017 191 80430   4208830.073   2334850.507   4171267.358      6.704   2.282   0.128   2.411
2017 191 80460   4208830.073   2334850.507   4171267.358      6.597   2.282   0.128   2.411
2017 191 80490   4208830.073   2334850.507   4171267.358      6.776   2.282   0.128   2.411
2017 191 80520   4208830.073   2334850.507   4171267.359      6.640   2.282   0.129   2.411
2017 191 80550   4208830.073   2334850.507   4171267.359      6.815   2.282   0.129   2.411
2017 191 80580   4208830.073   2334850.507   4171267.359      6.966   2.282   0.129   2.411
2017 191 80610   4208830.073   2334850.507   4171267.359      7.212   2.282   0.129   2.411
2017 191 80640   4208830.073   2334850.507   4171267.359      6.960   2.282   0.129   2.411
2017 191 80670   4208830.073   2334850.507   4171267.359      7.091   2.282   0.129   2.411
2017 191 80700   4208830.073   2334850.507   4171267.359      7.084   2.282   0.129   2.411
2017 191 80730   4208830.073   2334850.507   4171267.359      6.991   2.282   0.129   2.411
2017 191 80760   4208830.073   2334850.507   4171267.359      7.099   2.282   0.129   2.411
2017 191 80790   4208830.073   2334850.507   4171267.359      7.153   2.282   0.129   2.411
2017 191 80820   4208830.073   2334850.507   4171267.359      7.092   2.282   0.129   2.411
2017 191 80850   4208830.073   2334850.507   4171267.359      7.098   2.282   0.129   2.411
2017 191 80880   4208830.073   2334850.507   4171267.359      7.260   2.282   0.129   2.411
2017 191 80910   4208830.074   2334850.507   4171267.359      7.803   2.282   0.129   2.411
2017 191 80940   4208830.074   2334850.507   4171267.359      7.013   2.282   0.129   2.411
2017 191 80970   4208830.074   2334850.507   4171267.359      7.273   2.282   0.129   2.411
2017 191 81000   4208830.074   2334850.507   4171267.359      7.092   2.282   0.129   2.411
2017 191 81030   4208830.074   2334850.507   4171267.359      7.212   2.282   0.129   2.411
2017 191 81060   4208830.074   2334850.507   4171267.359      7.443   2.282   0.129   2.411
2017 191 81090   4208830.074   2334850.507   4171267.359      7.655   2.282   0.129   2.412
2017 191 81120   4208830.074   2334850.507   4171267.359      7.705   2.282   0.129   2.411
2017 191 81150   4208830.074   2334850.507   4171267.359      8.113   2.282   0.129   2.411
2017 191 81180   4208830.074   2334850.507   4171267.359      8.016   2.282   0.129   2.412
2017 191 81210   4208830.074   2334850.507   4171267.359      7.456   2.282   0.129   2.411
2017 191 81240   4208830.074   2334850.507   4171267.359      7.334   2.282   0.129   2.411
2017 191 81270   4208830.074   2334850.507   4171267.359      7.750   2.282   0.129   2.411
2017 191 81300   4208830.074   2334850.507   4171267.359      7.764   2.282   0.129   2.411
2017 191 81330   4208830.074   2334850.507   4171267.359      7.951   2.282   0.129   2.411
2017 191 81360   4208830.074   2334850.507   4171267.359      7.904   2.282   0.129   2.411
2017 191 81390   4208830.074   2334850.507   4171267.359      7.803   2.282   0.129   2.411
2017 191 81420   4208830.074   2334850.507   4171267.359      7.935   2.282   0.129   2.411
2017 191 81450   4208830.074   2334850.507   4171267.359      7.580   2.282   0.129   2.411
2017 191 81480   4208830.074   2334850.507   4171267.359      7.546   2.282   0.129   2.411
2017 191 81510   4208830.074   2334850.507   4171267.359      7.467   2.282   0.129   2.411
2017 191 81540   4208830.074   2334850.507   4171267.359      7.726   2.282   0.129   2.411
2017 191 81570   4208830.074   2334850.507   4171267.359      7.657   2.282   0.129   2.411
2017 191 81600   4208830.074   2334850.507   4171267.359      7.751   2.282   0.129   2.411
2017 191 81630   4208830.074   2334850.507   4171267.359      7.401   2.282   0.129   2.411
2017 191 81660   4208830.074   2334850.507   4171267.359      7.629   2.282   0.129   2.411
2017 191 81690   4208830.074   2334850.507   4171267.359      7.479   2.282   0.129   2.411
2017 191 81720   4208830.074   2334850.507   4171267.359      7.737   2.282   0.129   2.411
2017 191 81750   4208830.074   2334850.507   4171267.359      7.819   2.282   0.129   2.411
2017 191 81780   4208830.074   2334850.507   4171267.359      8.271   2.282   0.129   2.411
2017 191 81810   4208830.074   2334850.507   4171267.359      7.041   2.282   0.129   2.411
2017 191 81840   4208830.074   2334850.507   4171267.359      7.066   2.282   0.129   2.411
2017 191 81870   4208830.074   2334850.507   4171267.359      7.037   2.282   0.129   2.411
2017 191 81900   4208830.074   2334850.507   4171267.359      7.272   2.282   0.129   2.411
2017 191 81930   4208830.074   2334850.507   4171267.359      6.884   2.282   0.129   2.411
2017 191 81960   4208830.074   2334850.507   4171267.359      7.061   2.282   0.129   2.412
2017 191 81990   4208830.074   2334850.507   4171267.359      7.247   2.282   0.129   2.412
2017 191 82020   4208830.074   2334850.507   4171267.359      7.337   2.282   0.129   2.412
2017 191 82050   4208830.074   2334850.507   4171267.359      7.596   2.282   0.129   2.411
2017 191 82080   4208830.074   2334850.507   4171267.359      6.971   2.282   0.129   2.412
2017 191 82110   4208830.074   2334850.507   4171267.359      7.148   2.282   0.129   2.412
2017 191 82140   4208830.074   2334850.507   4171267.359      7.192   2.282   0.130   2.412
2017 191 82170   4208830.074   2334850.507   4171267.359      6.957   2.282   0.130   2.412
2017 191 82200   4208830.074   2334850.507   4171267.359      6.908   2.282   0.130   2.412
2017 191 82230   4208830.074   2334850.507   4171267.359      7.032   2.282   0.130   2.413
2017 191 82260   4208830.074   2334850.507   4171267.359      7.011   2.282   0.130   2.413
2017 191 82290   4208830.074   2334850.507   4171267.359      7.261   2.282   0.130   2.413
2017 191 82320   4208830.074   2334850.507   4171267.359      7.407   2.282   0.130   2.413
2017 191 82350   4208830.074   2334850.507   4171267.360      7.430   2.282   0.130   2.413
2017 191 82380   4208830.074   2334850.507   4171267.360      7.018   2.282   0.131   2.413
2017 191 82410   4208830.074   2334850.507   4171267.360      6.971   2.282   0.131   2.413
2017 191 82440   4208830.074   2334850.507   4171267.360      6.957   2.282   0.131   2.413
2017 191 82470   4208830.074   2334850.507   4171267.360      7.123   2.282   0.131   2.413
2017 191 82500   4208830.074   2334850.507   4171267.360      6.917   2.282   0.131   2.413
2017 191 82530   4208830.074   2334850.507   4171267.360      6.945   2.282   0.131   2.413
2017 191 82560   4208830.074   2334850.507   4171267.360      7.057   2.282   0.131   2.413
2017 191 82590   4208830.074   2334850.507   4171267.360      7.383   2.282   0.131   2.413
2017 191 82620   4208830.074   2334850.507   4171267.360      7.004   2.282   0.131   2.413
2017 191 82650   4208830.074   2334850.507   4171267.360      7.084   2.282   0.131   2.413
2017 191 82680   4208830.074   2334850.507   4171267.360      6.982   2.282   0.131   2.413
2017 191 82710   4208830.074   2334850.507   4171267.360      7.318   2.282   0.131   2.414
2017 191 82740   4208830.074   2334850.507   4171267.360      7.393   2.282   0.131   2.414
2017 191 82770   4208830.074   2334850.507   4171267.360      7.203   2.282   0.132   2.414
2017 191 82800   4208830.074   2334850.507   4171267.360      7.090   2.282   0.132   2.414
2017 191 82830   4208830.074   2334850.507   4171267.360      6.677   2.282   0.132   2.415
2017 191 82860   4208830.074   2334850.508   4171267.360      6.755   2.282   0.132   2.415
2017 191 82890   4208830.074   2334850.508   4171267.360      7.060   2.282   0.132   2.415
2017 191 82920   4208830.074   2334850.508   4171267.360      7.170   2.282   0.133   2.415
2017 191 82950   4208830.074   2334850.508   4171267.360      7.031   2.282   0.133   2.415
2017 191 82980   4208830.074   2334850.508   4171267.360      7.372   2.282   0.133   2.415
2017 191 83010   4208830.074   2334850.508   4171267.360      7.105   2.282   0.132   2.415
2017 191 83040   4208830.074   2334850.508   4171267.360      7.019   2.282   0.132   2.415
2017 191 83070   4208830.074   2334850.508   4171267.360      7.042   2.282   0.132   2.415
2017 191 83100   4208830.074   2334850.508   4171267.360      7.330   2.282   0.132   2.415
2017 191 83130   4208830.074   2334850.508   4171267.360      7.407   2.282   0.132   2.414
2017 191 83160   4208830.074   2334850.508   4171267.360      7.171   2.282   0.132   2.414
2017 191 83190   4208830.074   2334850.508   4171267.360      7.155   2.282   0.132   2.414
2017 191 83220   4208830.074   2334850.508   4171267.360      7.281   2.282   0.132   2.414
2017 191 83250   4208830.074   2334850.508   4171267.360      7.319   2.282   0.132   2.414
